,Gene,WT_K27me3,NSD1KO_K27me3,WT_K36me2,NSD1KO_K36me2,WT_K36me3,NSD1KO_K36me3,change_K27me3,change_K36me3,change_K36me2,LFC,tpm_Parental,tpm_NSD1KO
5475,Ildr1,0.0143629568490797,0.0648235896856368,0.2737834934309313,0.0489259187654382,0.0487057035368428,0.0411308763212898,2.1741661318155288,-0.2438689149560046,-2.4843646201138485,1.23945252367898,37.621092445792655,84.2049504988127
5476,Slc15a2,0.0146934044691823,0.1082676377694154,0.1511359676806529,0.0098010335281968,0.0181724099112778,0.0028344265371239,2.881361459159387,-2.680620970568803,-3.9467693361808047,-5.28182342251552,5.493281441058832,0.107445936298426
5477,Golgb1,0.005022947260121,0.011282723819081,0.1385433222914968,0.0761829833817117,0.0541752733287623,0.0541645966574552,1.1675093658369498,-0.00028434925757,-0.8627964843033527,0.462875819634072,35.11910957392338,46.58436394248733
5478,Fbxo40,0.022670803818172,0.1485766556422801,0.2285931893477909,0.0060973895398015,0.0040465100321905,0.0014461557773874,2.7123000080692834,-1.4844552069662351,-5.228446893226619,-2.06444785884321,0.5844717836357586,0.0317545396606061
5479,Ndufb4,0.0043483682848399,0.0189369611567919,0.2495998769106485,0.1196881942768133,0.0475420244140406,0.0259887000333456,2.122658798254637,-0.8713188654586584,-1.0603363670189336,-0.366156818470849,51.33290661874766,35.29723837485811
5480,Fstl1,0.010097025258594,0.0266017515421357,0.2491603909849159,0.1066296300264057,0.0325025752246832,0.0325174692695145,1.3975909253110483,0.0006609520236369,-1.2244663544362706,0.301125813871325,62.40270865353163,73.36929920670858
5481,Gsk3b,0.0050785974847988,0.0128836011958957,0.1963864018517822,0.1407429200893603,0.0278867144802672,0.023862725512782,1.343033869079506,-0.2248191390902387,-0.4806326872906158,0.753016013372729,60.417279336224645,97.69253954693762
5482,Cd80,0.0252449743690158,0.0858696188459554,0.3300519958434486,0.0762771479893252,0.012131711460129,0.0164013429743103,1.7661515753858652,0.4350308598817024,-2.113370514906342,2.81557821985762,2.781097645971989,19.03213293024484
5483,Arhgap31,0.0304922827598708,0.1850626900557974,0.3188930347910335,0.0062095489967351,0.0047982200376391,0.0014951872269783,2.601498002279215,-1.682173168862834,-5.682440288156916,-3.89874760590524,1.267895214076614,0.0611055605846259
5484,B4galt4,0.0206876912001789,0.132681830414022,0.2559633656877267,0.0212889961367036,0.0143677569767232,0.0027143470211059,2.681126269297133,-2.4041577710635065,-3.587757514246344,-1.38282743169252,8.172387927049064,2.6516352929644995
5485,Igsf11,0.0306683941855067,0.1719079774705635,0.2899562921359524,0.0046784171195719,0.0041787248820379,0.0011835720463458,2.4868119619459303,-1.819915249535884,-5.953671139669768,-2.71957057288523,1.0386362910238496,0.0880157508449492
5486,Gap43,0.0191291709160832,0.1231991047317321,0.2642442615910548,0.0051110289455352,0.0054406243817496,0.0011916241621407,2.687145520421721,-2.190842946809148,-5.692114569872264,-5.25768091117488,12.840294428269756,0.2021404273752953
5487,Zbtb20,0.0159495049701513,0.1034636419808798,0.2006017862797952,0.007166635693458,0.0044573786093267,0.001287748724961,2.697540328846014,-1.791344396932662,-4.806894623546477,-1.5139084684293,0.6719606529146246,0.195880781836939
5488,Gramd1c,0.022382342530689,0.1437985047197994,0.2368866453307803,0.00582589962307,0.0050787673093285,0.0015958111087517,2.683615732625083,-1.6701884821267727,-5.34557221270915,-2.08058632991425,1.1457913402065028,0.1615965858608316
5489,Boc,0.0341571023541025,0.1802112248766242,0.3195642863280523,0.0063118884595081,0.0062153254652001,0.00152080810813,2.399431378312771,-2.030991811115009,-5.661890664209332,-1.88614972180487,2.988159481291786,0.646667235777105
5490,Tagln3,0.0250252828225861,0.0261467831516447,0.2124163940880825,0.1060808449231744,0.0139509749686934,0.0210537337272688,0.0632470883540043,0.5937101586851388,-1.001730944692755,1.49160148761514,8.108704316149256,22.721486905134967
5491,Phldb2,0.02227606038814,0.1222415695107988,0.2033420677767408,0.0053542160899067,0.0042835724717713,0.0012849989302447,2.456168958106735,-1.737047338597095,-5.247089537568628,-3.01792554783511,9.097082033214024,1.005161239854052
5492,Plcxd2,0.015263158040193,0.1269939817453832,0.2002403883818917,0.0052677926441197,0.0081987127750532,0.0013319834968645,3.056634728642492,-2.621821211950261,-5.248390626162814,-3.05664800800679,5.490716995972576,0.5875062730335155
5493,Gm4737,0.0194634299771593,0.1194317121749626,0.2530683438519788,0.0139516893200875,0.0605134254372206,0.0468543276478345,2.6173480808049847,-0.3690729455582041,-4.181015328605049,-0.73757093183078,80.49170703520417,43.59122815076706
5494,Morc1,0.0124814884793825,0.0249447022417484,0.264145670066924,0.1301650269622723,0.0209822473669495,0.0291825922001278,0.9989434553874512,0.4759388287227697,-1.020991887155508,2.49295661824626,15.35869489580305,81.57216536230717
5495,Dzip3,0.0077976458279739,0.0219722423508737,0.1077260504369561,0.0697872838424893,0.0252527902692114,0.021642197778029,1.494571576207524,-0.2225957919562941,-0.626331078684359,-0.338251372409884,29.356769274188004,21.066675376339685
5496,Cd47,0.0204673001491971,0.1240558373856946,0.2588720160126774,0.0077119323978929,0.0064873965672427,0.0012479307828546,2.599596908654371,-2.3781017152636084,-5.069002803451968,-1.44135594956732,3.9122915865993138,1.182023475159492
5497,Cblb,0.0061917750428246,0.0131173679067273,0.1498824613520764,0.1055093833477552,0.0152921237908718,0.0122080971429008,1.0830532998542213,-0.3249504368371953,-0.5064602657875498,0.533808164732091,16.57801825517397,23.5319380254911
5498,Nxpe3,0.0144286206391212,0.0165568060821789,0.199307761540511,0.1100421701996564,0.0166678967806935,0.0248743053633155,0.1984910079246587,0.5775841666995318,-0.8569413962112776,1.60567179629567,6.028650025601387,17.436791758529417
